elt_condition,pc_brand,pc_model,pc_cpu,pc_ram,pc_drive_capacity,usage_information,pc_vga,desktop_screen_size,elt_warranty,elt_origin,classify,price
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,3 tháng,Mỹ,laptop,4.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,K Series,Intel Core i3,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,8 GB,256 GB,In trên bao bì,Khác,,Bảo hành hãng,Đang cập nhật,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i3,4 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,S Series,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,5.300.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,4 GB,320 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Compaq,Intel Core i5,4 GB,250 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i9,32 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,19.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,128 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),MSI,GF Series,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i5,8 GB,500 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i5,,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Việt Nam,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,11.490.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Celeron,4 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,7-12 tháng,Việt Nam,laptop,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,17.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,6.600.000 đ
Mới,Lenovo,Legion Y Series,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Hàn Quốc,laptop,25.390.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Xeon,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,12.290.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 7,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Việt Nam,laptop,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,6.200.000 đ
Mới,Hãng Khác,Dòng Khác,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Mỹ,laptop,23.990.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,19.500.000 đ
Mới,Lenovo,Yoga,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Swift,Intel Celeron,4 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M2,Khác,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,22.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 5,Khác,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,3 tháng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.050.000 đ
Đã sử dụng (chưa sửa chữa),Sony,S Series,Intel Core i3,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,Ryzen 7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Trung Quốc,laptop,20.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,12.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Nước khác,laptop,7.500.000 đ
Đã sử dụng (qua sửa chữa),Dell,Inspiron,Intel Core i3,8 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,10.890.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Nhật Bản,laptop,3.500.000 đ
Mới,HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Mỹ,laptop,6.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,8 GB,500 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,13.890.000 đ
Mới,Asus,TUF Gaming,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Trung Quốc,laptop,14.500.000 đ
Mới,Apple,MacBook Pro M1,Khác,32 GB,1 TB,In trên bao bì,Khác,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,63.990.000 đ
Mới,Asus,ROG Strix Scar,Intel Core i9,16 GB,1 TB,In trên bao bì,NVIDIA,17 - 18.9 inch,7-12 tháng,Mỹ,laptop,55.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,15.490.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i5,8 GB,128 GB,In trên bao bì,Khác,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,3.000.000 đ
Mới,Lenovo,Legion Y Series,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,18.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M2,Khác,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,22.400.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,4.999.999 đ
Mới,Lenovo,ThinkPad,Ryzen 7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Mỹ,laptop,19.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Celeron,2 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,laptop,1.300.000 đ
Mới,Lenovo,IdeaPad,Intel Core i3,4 GB,< 128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,14.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,9.190.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,8 GB,> 1 TB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,4.100.000 đ
Mới,Lenovo,Legion Y Series,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,28.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,Ryzen 7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Đang cập nhật,laptop,16.600.000 đ
Mới,Lenovo,ThinkPad,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,17.990.000 đ
Mới,Lenovo,IdeaPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,9.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,AMD,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,17.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,15.890.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,6.500.000 đ
Mới,Lenovo,Legion Y Series,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Mỹ,laptop,25.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Zenbook Series,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Việt Nam,laptop,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,7.190.000 đ
Đã sử dụng (chưa sửa chữa),Panasonic,CF,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,4.100.000 đ
Đã sử dụng (chưa sửa chữa),Asus,S Series,Intel Core i3,4 GB,1 TB,In trên bao bì,Onboard,15 - 16.9 inch,2 tháng,Đang cập nhật,laptop,3.700.000 đ
Mới,Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,3 tháng,Mỹ,laptop,6.490.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,Intel Core i3,16 GB,250 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Nước khác,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,4 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,3.000.000 đ
Mới,HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,,,7-12 tháng,Mỹ,laptop,6.600.000 đ
Mới,HP,Dòng Khác,Intel Core i3,8 GB,256 GB,In trên bao bì,Khác,15 - 16.9 inch,Còn bảo hành,Mỹ,laptop,6.888.888 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,16 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,9.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i5,8 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core 2 Duo,2 GB,500 GB,In trên bao bì,Khác,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,,,,In trên bao bì,,,Còn bảo hành,Đang cập nhật,laptop,15.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,3 tháng,Mỹ,laptop,5.590.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,320 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Nhật Bản,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,3 tháng,Đang cập nhật,laptop,8.299.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,32 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,16.700.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,Intel Celeron,2 GB,250 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i5,8 GB,128 GB,In trên bao bì,,15 - 16.9 inch,1 tháng,Nhật Bản,laptop,1.950.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,16 GB,,In trên bao bì,Onboard,15 - 16.9 inch,7-12 tháng,Mỹ,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,15.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i7,16 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Đang cập nhật,laptop,9.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,1.700.000 đ
Mới,Lenovo,Yoga,Intel Core i7,32 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,19.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i7,16 GB,1 TB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 3,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.300.000 đ
Mới,Hãng Khác,Dòng Khác,Khác,8 GB,256 GB,In trên bao bì,Khác,< 9 inch,7-12 tháng,Trung Quốc,laptop,5.250.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i3,4 GB,320 GB,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,1.450.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,37.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,8.999.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.499.999 đ
Mới,Apple,MacBook Air M2,,,,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,23.999.999 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,250 GB,In trên bao bì,,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,1.500.000 đ
Đã sử dụng (qua sửa chữa),Hãng Khác,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Nhật Bản,laptop,250.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,250 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Nhật Bản,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,12.500.000 đ
Đã sử dụng (qua sửa chữa),Lenovo,Dòng Khác,,2 GB,,In trên bao bì,,11 - 12.9 inch,Hết bảo hành,Trung Quốc,laptop,800.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Modern Series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,8.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,laptop,7.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Spectre,Intel Core i7,16 GB,1 TB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,23.868.000 đ
Mới,Dell,G Series,Ryzen 5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,16.990.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Intel Core i7,8 GB,128 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,11.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ASUSPRO,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,6.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,13.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,14.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i7,32 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,20.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (qua sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.990.000 đ
Đã sử dụng (qua sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Khác,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,7.499.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i7,8 GB,128 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Nhật Bản,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,> 1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,AMD,16 GB,512 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,6.900.000 đ
Mới,Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,16.600.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,14.999.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,4 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,4-6 tháng,Mỹ,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,9.900.000 đ
